remote_id	brokerage_id	sid	r	q	p	n	percentage
115460683	433	120	22	2	2030	Ready to ship by 10/20/2019.	13
116245749	10016	129	2	10	2034	2nd Row Lower Left Field	13
116245915	10016	128	2	12	2034	2nd Row Lower Left Field	13
116246554	10016	104	14	8	2034	14th Row Diamond Box	13
3621936	9461	104	8	8	2040	Seats 5-12. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3620944	9461	129	3	8	2067	Seats 15-22. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3618065	9461	124	7	6	2100	Seats 1-6. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
1045209	83	130	2	8	2102	Seats 15-22. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/18/2019	14
1045205	83	130	1	2	2136	Seats 17-18. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/18/2019	14
3621942	9461	126	3	8	2168	Seats 12-19. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3618064	9461	124	6	9	2201	Seats 5-13. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3618900	9461	130	2	6	2208	Seats 1-6. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3620931	9461	126	2	4	2235	Seats 1-4. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3621934	9461	103	5	4	2279	Seats 21-24. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
1046289	83	124	5	6	2322	Seats 1-6. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/18/2019	14
3618062	9461	121	24	12	2347	Seats 1-12. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3620932	9461	126	2	7	2347	Seats 11-17. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3632782	9461	A	9	5	2347	Seats 13-17. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3620918	9461	124	4	12	2402	Seats 1-12. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3618057	9461	120	24	13	2458	Seats 12-24. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3620915	9461	104	3	2	2543	Seats 4-5. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3620941	9461	129	2	11	2570	Seats 15-25. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3618053	9461	120	20	13	2626	Seats 12-24. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3620917	9461	124	3	4	2626	Seats 7-10. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
1046025	83	124	5	7	2692	Seats 7-13. XFER. Ready to ship by 10/18/2019	14
3621928	9461	108	19	13	2738	Seats 4-16. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
1045326	83	130	1	6	2776	Seats 5-10. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/18/2019	14
3618047	9461	Q	8	10	2793	Seats 1-10. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3620949	9461	134	2	4	2793	Seats 5-8. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
113638921	9210	120	18	8	2885	Ready to ship by 10/21/2019.	13
3620914	9461	104	2	4	2905	Seats 1-4. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3620940	9461	129	1	3	2905	Seats 21-23. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
1045321	83	129	1	8	2990	Seats 13-20. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/18/2019	14
3620916	9461	124	2	9	3017	Seats 3-11. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3618060	9461	121	12	3	3185	Seats 22-24. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
1000045158	9521	A	PACKAGE	6	3215	Seats 1-24. Legends Club Fan Package includes a game ticket with VIP amenities in Legends Club sections A thru R with padded seats, access to the Delta SKY360 Club lounge featuring gourmet dining and bar options, in seat service and more (orders of three or more may be split) | $25 food/beverage/merchandise credit included with each ticket | Minnesota Twins Playoff gift item (1 per person) | Parking pass (1 per order) | Ticket upgrades available upon request |. Ready to ship by 10/15/2019	14
1048651	83	P	1	2	3249	Seats 9-10. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/18/2019	14
115552150	1107	109	24	8	3296	XFER. Ready to ship by 10/20/2019	13
3621922	9461	107	11	14	3352	Seats 1-14. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3632788	9461	Q	5	2	3352	Seats 3-4. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
115522266	413	123	8	4	3417	TMX XFER. Ready to ship by 10/20/2019	14
1045093	83	108	7	6	3497	Seats 15-20. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/18/2019	14
83048091	98	111	21	8	3526	Mobile Entry Tickets. Must have smart device on hand to enter event. XFER. Ready to ship by 10/11/2019	13
3621926	9461	108	8	8	3530	Seats 1-8. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
116248869	10016	R LEGENDS CLUB	6	8	3560	VIP 6th Row Private Legend's Club Behind 3rd Base Indoor Amenities with Outdoor Seats	13
3618052	9461	120	8	9	3604	Seats 1-9. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
115552143	1107	1	13	2	3675	XFER. Ready to ship by 10/20/2019	13
3618043	9461	D	9	6	3687	Seats 11-16. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
83079764	98	113	11	4	3711	Mobile Entry Tickets. Must have smart device on hand to enter event. XFER. Ready to ship by 10/19/2019	13
1055546	83	123	15	8	3712	Seats 7-14. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/18/2019	14
3621921	9461	107	7	8	3732	Seats 7-14. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3618890	9461	117	20	8	3799	Seats 3-10. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3620897	9461	Q	4	2	3799	Seats 5-6. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
115460695	433	D	6	2	3865	Ready to ship by 10/20/2019.	13
1054902	83	16	13	8	3870	Seats 1-8. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/18/2019	14
3620898	9461	Q	4	4	3911	Seats 9-12. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3621925	9461	108	6	4	3939	Seats 13-16. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
113638933	9210	118	18	8	4003	Ready to ship by 10/21/2019.	13
3620900	9461	114	21	5	4022	Seats 1-5. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
115552144	1107	1	13	2	4043	XFER. Ready to ship by 10/20/2019	13
3618876	9461	110	13	13	4051	Seats 7-19. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
116248420	10016	C LEGENDS CLUB	WC	6	4068	VIP Legend's Club Between Home and 1st Base Outdoor Seats with Indoor Amenities Handicapped Accessible	13
1046206	83	16	4	4	4102	Seats 1-4. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/18/2019	14
1048515	83	14	2	2	4102	Seats 8-9. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/18/2019	14
1048519	83	14	5	4	4102	Seats 5-8. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/18/2019	14
1046097	83	119	1	2	4110	Seats 17-18. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/18/2019	14
3618058	9461	121	5	4	4190	Seats 21-24. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3618880	9461	113	17	4	4212	Seats 5-8. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3618886	9461	117	9	12	4323	Seats 3-14. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
1046463	83	CATCH	1	4	4332	Seats 18-21. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/18/2019	14
115552151	1107	112	15	3	4376	XFER. Ready to ship by 10/20/2019	13
1054944	83	15	10	4	4411	Seats 1-4. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/18/2019	14
3618048	9461	106	2	8	4469	Seats 3-10. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3618875	9461	110	7	4	4469	Seats 5-8. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3618878	9461	113	13	8	4469	Seats 1-8. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3620896	9461	Q	3	4	4469	Seats 5-8. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3618893	9461	118	7	14	4570	Seats 5-18. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3618041	9461	C	4	9	4581	Seats 8-16. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3621920	9461	107	2	4	4581	Seats 3-6. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
115552152	1107	112	16	5	4725	XFER. Ready to ship by 10/20/2019	13
1045281	83	109	1	2	4767	Seats 21-22. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/18/2019	14
3620908	9461	108	2	10	4804	Seats 3-12. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3621919	9461	16	9	6	4804	Seats 9-14. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3632783	9461	Q	2	2	4804	Seats 9-10. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
1048623	83	4	7	2	4841	Seats 3-4. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/18/2019	14
3618892	9461	118	5	4	4916	Seats 14-17. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3632784	9461	Q	2	8	4916	Seats 13-20. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
1045977	83	105	1	4	4972	Seats 10-13. XFER. Ready to ship by 10/18/2019	14
3621914	9461	2	11	10	5028	Seats 7-16. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3618869	9461	109	4	7	5084	Seats 5-11. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
116250414	10016	2	7	4	5085	7th Row Dugout Box Just past 1st base and Twins Dugout Access to 1st Base Lounge	13
1045181	83	14	3	2	5127	Seats 13-14. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/18/2019	14
3620904	9461	116	11	6	5140	Seats 1-6. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
1048615	83	3	7	5	5168	Seats 5-9. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/18/2019	14
1055007	83	5	10	4	5209	Seats 5-8. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/18/2019	14
3618891	9461	118	4	4	5224	Seats 14-17. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3620901	9461	115	11	4	5251	Seats 5-8. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
1045420	83	6	12	3	5332	Seats 9-11. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/18/2019	14
1054867	83	5	8	2	5332	Seats 3-4. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/18/2019	14
3620895	9461	M	3	8	5363	Seats 9-16. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3620907	9461	117	4	4	5363	Seats 1-4. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
1000045178	9521	108	PACKAGE	6	5450	Seats 1-24. Home Plate Box Fan Package includes a game ticket in Home Plate Box sections 108 thru 120 (orders of three or more may be split) | $25 food/beverage/merchandise credit included with each ticket | Minnesota Twins Playoff gift item (1 per person) | Parking pass (1 per order) | Ticket upgrades available upon request |. Ready to ship by 10/15/2019	14
1046089	83	110	6	9	5454	Seats 5-13. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/18/2019	14
1000045188	9521	3	PACKAGE	6	5524	Seats 1-24. Twins Dugout Box Fan Package includes a game ticket in Dugout Box sections 3 thru 6 behind the Twins dugout (orders of three or more may be split) | $25 food/beverage credit included with each ticket | Minnesota Twins Playoff gift item (1 per person) | Parking pass (1 per order) | Ticket upgrades available upon request |. Ready to ship by 10/15/2019	14
3618895	9461	119	3	8	5586	Seats 9-16. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3620903	9461	116	5	6	5810	Seats 1-6. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
119673943	9037	5	7	4	5843	XFER Mobile Transfer Only WS HMGM1. Ready to ship by 10/19/2019	14
491767	9521	STANDARD HOTEL	PACKAGE	4	6025	Seats 21-24. Standard Hotel Package includes 2 nights at a 4-Star hotel near the venue (check-in day before game, check-out day after game) | Game ticket in Home Plate Box sections 108 thru 120 (orders of three or more may be split) | $25 food/beverage credit included with each ticket | Minnesota Twins Playoff gift item (1 per person) | Ticket upgrades - additional hotel nights or specific days may be obtainable upon request | Rate is based on double occupancy | Orders for a quantity of one are subject to an additional charge |. Ready to ship by 10/15/2019	14
3620905	9461	117	2	4	6033	Seats 9-12. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
659136	10226	114	2	2	6046	Seats 4-5. XFER. Ready to ship by 10/18/2019	14
1045097	83	121	1	6	6077	Seats 1-6. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/18/2019	14
3620894	9461	G	3	4	6257	Seats 13-16. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3620902	9461	116	4	4	6257	Seats 6-9. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
3621917	9461	15	7	14	6369	Seats 1-14. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
85387775	2388	11	13	5	6441	Mobile Tickets: You will need to set up a separate account to access your tickets (instructions will be emailed). XFER. Ready to ship by 10/21/2019	13
659325	10226	15	1	2	6570	Seats 11-12. XFER. Ready to ship by 10/18/2019	14
3621915	9461	14	9	10	8156	Seats 1-10. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/18/2019	14
1000045198	9521	14	PACKAGE	6	11372	Seats 1-24. Visiting Team Dugout Box Fan Package includes a game ticket in Dugout Box sections 11 thru 14 behind the visitors dugout (orders of three or more may be split) | $25 food/beverage credit included with each ticket | Visiting Team Playoff gift item (1 per person) | Parking pass (1 per order) | Ticket upgrades available upon request |. Ready to ship by 10/15/2019	14
116242829	10016	301	6	6	611		13
116244394	10016	301	3	8	611		13
116244572	10016	301	4	8	611		13
115552194	1107	238	13	2	612	XFER. Ready to ship by 10/21/2019	13
115462803	9142	302	11	2	622	MOBILE XFER. Ready to ship by 10/23/2019	13
115552200	1107	240	7	2	632	XFER. Ready to ship by 10/21/2019	13
7540153	56	203	8	2	633	MOBILE ENTRY. Scan your tickets from your phone for this event. Do not print these tickets. MOBILE QR. Ready to ship by 10/21/2019	13
115460672	433	202	1	2	641	Ready to ship by 10/21/2019.	13
7491185	56	302	9	2	650	MOBILE ENTRY. Scan your tickets from your phone for this event. Do not print these tickets. MOBILE QR. Ready to ship by 10/21/2019	13
115552199	1107	239	13	2	655	XFER. Ready to ship by 10/21/2019	13
115457114	9142	201	3	2	678	MOBILE XFER. Ready to ship by 10/23/2019	13
115552202	1107	240	8	3	683	XFER. Ready to ship by 10/21/2019	13
115552198	1107	239	12	2	698	XFER. Ready to ship by 10/21/2019	13
84681245	2406	301	10	4	793	Seats 13-16. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/19/2019	13
277980511	109	303	2	4	805	XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets. World Series Home Game 2. Round 4 Home Game 2.. Ready to ship by 10/21/2019	15
115552193	1107	237	9	4	807	XFER. Ready to ship by 10/21/2019	13
1048552	83	305	1	2	876	Seats 11-12. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/19/2019	14
84681261	2406	302	9	4	885	Seats 1-4. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/19/2019	13
113638947	9210	302	13	8	910	Ready to ship by 10/22/2019.	13
1046252	83	305	2	2	971	Seats 7-8. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/19/2019	14
3621025	9461	305	4	3	975	Seats 5-7. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/19/2019	14
7491400	56	327	9	5	982	MOBILE ENTRY. Scan your tickets from your phone for this event. Do not print these tickets. MOBILE QR. Ready to ship by 10/21/2019	13
3622030	9461	304	3	10	989	Seats 5-14. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/19/2019	14
1048556	83	305	2	4	991	Seats 3-6. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/19/2019	14
3618121	9461	302	2	2	1006	Seats 17-18. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/19/2019	14
3621030	9461	238	6	8	1006	Seats 7-14. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/19/2019	14
3622028	9461	304	2	2	1016	Seats 1-2. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/19/2019	14
117127446	1455	334	13	4	1020	XFER. Ready to ship by 10/22/2019	13
1046244	83	304	5	12	1025	Seats 7-18. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/19/2019	14
3621023	9461	305	2	2	1028	Seats 13-14. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/19/2019	14
113638960	9210	305	13	8	1040	Ready to ship by 10/22/2019.	13
3622024	9461	303	1	5	1046	Seats 9-13. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/19/2019	14
1046171	83	309	6	4	1050	Seats 1-4. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/19/2019	14
3622027	9461	304	1	2	1057	Seats 13-14. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/19/2019	14
3618119	9461	323	9	10	1068	Seats 13-22. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/19/2019	14
3621029	9461	237	2	4	1072	Seats 1-4. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/19/2019	14
3622009	9461	307	3	9	1095	Seats 1-9. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/19/2019	14
3622012	9461	308	3	8	1128	Seats 9-16. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/19/2019	14
3622021	9461	323	2	7	1151	Seats 1-7. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/19/2019	14
113638996	9210	329	15	8	1155	Ready to ship by 10/22/2019.	13
113639008	9210	331	15	8	1155	Ready to ship by 10/22/2019.	13
1046050	83	324	1	2	1177	Seats 7-8. XFER. Ready to ship by 10/19/2019	14
3622018	9461	321	2	2	1184	Seats 3-4. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/19/2019	14
1045253	83	302	1	4	1188	Seats 15-18. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/19/2019	14
115462827	9142	103	23	2	1207	MOBILE XFER. Ready to ship by 10/23/2019	13
3621028	9461	237	1	4	1207	Seats 1-4. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/19/2019	14
115460708	433	132	3	2	1210	Ready to ship by 10/21/2019.	13
3618117	9461	308	1	4	1218	Seats 5-8. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/19/2019	14
3622017	9461	321	1	2	1258	Seats 11-12. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/19/2019	14
1459	9476	226	3	4	1271	Seats 11-14. xfer -stub. Ready to ship by 10/19/2019	13
3618128	9461	239	1	6	1281	Seats 2-7. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/19/2019	14
113638972	9210	310	13	8	1300	Ready to ship by 10/22/2019.	13
3618115	9461	318	3	4	1314	Seats 10-13. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/19/2019	14
1046368	83	317	1	2	1316	Seats 3-4. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/19/2019	14
3618114	9461	317	3	6	1341	Seats 1-6. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/19/2019	14
